140	1
280	1
106	1
21	1
357	1
305	1
148	1
7	1
39	1
8	1
28	1
43	1
55	1
83	1
95	1
247	1
124	1
48	1
56	1
50	1
162	1
119	1
343	1
156	1
167	1
235	1
202	1
29	1
210	1
33	1
338	1
70	1
164	1
13	1
12	1
158	1
75	1
249	1
182	1
143	1
128	1
77	1
314	1
192	1
19	1
117	1
163	1
127	1
30	1
155	1
22	1
96	1
37	1
52	1
88	1
81	1
345	1
122	1
110	1
216	1
6	1
45	1
35	1
68	1
201	1
200	1
65	1
236	1
71	1
402	1
307	1
34	1
176	1
171	1
14	1
168	1
59	1
1	1
265	1
310	1
129	1
32	1
230	1
18	1
239	1
147	1
120	1
130	1
5	1
234	1
178	1
364	1
24	1
89	1
92	1
417	1
222	1
72	1
256	1
38	1
60	1
463	1
253	1
154	1
221	1
180	1
114	1
123	1
146	1
2	1
25	1
86	1
93	1
408	1
316	1
318	1
393	1
401	1
362	1
255	1
134	1
183	1
186	1
151	1
405	1
379	1
139	1
358	1
240	1
157	1
121	1
36	1
169	1
27	1
84	1
82	1
204	1
145	1
181	1
11	1
331	1
266	1
267	1
263	1
196	1
193	1
194	1
311	1
23	1
144	1
166	1
3	1
173	1
141	1
118	1
242	1
231	1
191	1
199	1
53	1
54	1
302	1
79	1
69	1
73	1
320	1
457	1
80	1
136	1
385	1
41	1
126	1
78	1
90	1
243	1
160	1
295	1
135	1
282	1
409	1
80	4
81	4
155	4
156	4
135	4
169	4
263	4
56	4
7	5
117	5
118	5
119	5
59	5
162	5
163	5
164	5
21	5
140	5
141	5
1	5
65	5
142	5
114	5
305	5
306	5
165	5
157	5
10	5
18	5
68	5
69	5
70	5
166	5
27	5
144	5
31	5
217	5
71	5
72	5
167	5
158	5
75	5
41	5
358	5
110	5
373	5
227	5
77	5
78	5
5	5
6	5
154	5
128	5
129	5
201	5
177	5
401	5
314	5
130	5
84	5
238	5
159	5
88	5
146	5
89	5
316	5
134	5
379	5
195	5
422	5
92	5
247	5
53	5
54	5
95	5
294	5
178	5
320	5
136	5
3	5
359	5
256	5
106	5
278	5
343	5
22	6
120	6
142	6
12	6
124	6
13	6
28	6
345	6
307	6
463	6
36	6
43	6
222	6
227	6
240	6
135	6
294	6
253	6
169	6
263	6
402	6
56	6
21	7
22	7
120	7
140	7
114	7
305	7
165	7
157	7
69	7
70	7
27	7
28	7
71	7
72	7
176	7
34	7
35	7
2	7
73	7
158	7
75	7
43	7
222	7
373	7
5	7
6	7
154	7
128	7
129	7
238	7
316	7
95	7
136	7
263	7
457	7
56	7
15	8
22	8
120	8
114	8
305	8
69	8
70	8
27	8
28	8
158	8
75	8
150	8
43	8
222	8
110	8
311	8
46	8
125	8
128	8
129	8
201	8
314	8
95	8
263	8
56	8
11	9
5	9
6	9
154	9
12	10
124	10
13	10
71	10
72	10
36	10
110	10
227	10
127	10
173	10
84	10
92	10
135	10
255	10
169	10
200	10
22	11
120	11
142	11
123	11
157	11
143	11
28	11
345	11
43	11
222	11
110	11
310	11
224	11
77	11
78	11
229	11
5	11
6	11
154	11
177	11
263	11
56	11
7	12
117	12
118	12
119	12
59	12
162	12
163	12
164	12
22	12
120	12
141	12
142	12
121	12
157	12
8	12
18	12
68	12
12	12
124	12
13	12
28	12
30	12
31	12
307	12
463	12
36	12
2	12
73	12
37	12
42	12
43	12
222	12
182	12
310	12
168	12
126	12
191	12
230	12
199	12
231	12
282	12
50	12
193	12
194	12
92	12
135	12
151	12
253	12
320	12
169	12
96	12
256	12
263	12
265	12
266	12
267	12
196	12
331	12
402	12
56	12
343	12
224	13
1	14
121	14
165	14
175	14
143	14
10	14
144	14
345	14
35	14
2	14
73	14
167	14
14	14
182	14
373	14
46	14
125	14
229	14
5	14
6	14
154	14
409	14
50	14
177	14
130	14
240	14
316	14
132	14
133	14
183	14
115	14
139	14
92	14
247	14
96	14
295	14
147	14
148	14
142	15
436	15
25	15
210	15
408	15
122	15
71	15
72	15
2	15
73	15
42	15
46	15
125	15
47	15
168	15
126	15
149	15
49	15
5	15
6	15
154	15
159	15
315	15
243	15
90	15
93	15
294	15
151	15
402	15
147	15
385	15
436	16
121	16
405	16
42	16
182	16
310	16
48	16
149	16
49	16
364	16
160	16
242	16
379	16
92	16
55	16
202	16
19	17
35	17
47	17
320	17
255	17
8	18
144	18
12	18
124	18
13	18
36	18
37	18
234	18
235	18
82	18
236	18
243	18
90	18
135	18
247	18
169	18
278	18
114	19
305	19
69	19
70	19
27	19
216	19
29	19
145	19
181	19
310	19
223	19
227	19
173	19
128	19
129	19
139	19
95	19
320	19
79	20
80	20
81	20
155	20
156	20
243	20
90	20
405	21
385	22
302	23
306	23
8	23
37	23
280	23
91	24
286	24
287	24
288	24
289	24
290	24
292	24
293	24
174	24
320	24
25	25
210	25
123	25
30	25
345	25
2	25
73	25
310	25
201	25
314	25
239	25
192	25
422	25
151	25
402	25
393	25
9	26
234	26
235	26
82	26
236	26
408	27
422	27
315	28
106	28
11	29
147	29
114	30
305	30
143	30
144	30
19	30
47	30
128	30
129	30
191	30
230	30
199	30
231	30
282	30
193	30
194	30
379	30
92	30
95	30
265	30
266	30
267	30
196	30
331	30
147	30
71	31
72	31
338	32
50	33
130	33
402	33
106	33
22	34
120	34
1	34
114	34
305	34
16	34
17	34
122	34
123	34
166	34
19	34
28	34
30	34
158	34
75	34
43	34
222	34
229	34
128	34
129	34
191	34
230	34
199	34
231	34
282	34
50	34
201	34
401	34
314	34
89	34
316	34
193	34
194	34
95	34
263	34
265	34
266	34
267	34
196	34
331	34
186	34
402	34
278	34
148	34
56	34
